**********
Day 1:
**********

12:00 PM:  CANDYCE FERET arrived at FSC Chick-fil-A and entered Order Line 1.
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	Total Price:  $57.05
Order Number:  275389
	Time Completed:   5:53 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	Total Price:  $36.00
Order Number:  275388
	Time Completed:   5:51 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 3          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	| Nuggets_8_Piece_Combo          | $5.95      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	Total Price:  $39.78
Order Number:  275387
	Time Completed:   5:50 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Large             | $1.85      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Nuggets_12_Piece               | $4.45      | 4          |
	Total Price:  $63.59
Order Number:  275386
	Time Completed:   5:48 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 4          |
	Total Price:  $12.20
Order Number:  275385
	Time Completed:   5:46 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 4          |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	Total Price:  $29.38
Order Number:  275384
	Time Completed:   5:46 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 2          |
	| Chicken_Sandwich               | $3.05      | 3          |
	| Soft_Drink_Small               | $1.35      | 3          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Water_Dasani                   | $1.59      | 2          |
	Total Price:  $27.61
Order Number:  275383
	Time Completed:   5:44 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	Total Price:  $4.65
Order Number:  275382
	Time Completed:   5:43 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 1          |
	Total Price:  $1.55
Order Number:  275381
	Time Completed:   5:42 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 1          |
	| Waffle_Fries_Large             | $1.85      | 2          |
	Total Price:  $27.76
Order Number:  275380
	Time Completed:   5:41 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 3          |
	Total Price:  $9.45
Order Number:  275379
	Time Completed:   5:40 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	Total Price:  $34.36
Order Number:  275378
	Time Completed:   5:39 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 1          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Milkshake_Large                | $3.15      | 1          |
	| Grilled_Chicken_Sandwich       | $4.39      | 2          |
	Total Price:  $20.31
Order Number:  275377
	Time Completed:   5:38 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Waffle_Fries_Small             | $1.55      | 4          |
	| Water_Dasani                   | $1.59      | 4          |
	| Milkshake_Small                | $2.75      | 2          |
	Total Price:  $26.65
Order Number:  275376
	Time Completed:   5:37 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Soft_Drink_Medium              | $1.59      | 4          |
	Total Price:  $11.76
Order Number:  275375
	Time Completed:   5:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Water_Dasani                   | $1.59      | 3          |
	| Nuggets_8_Piece_Combo          | $5.95      | 1          |
	| Nuggets_12_Piece               | $4.45      | 1          |
	Total Price:  $19.82
Order Number:  275374
	Time Completed:   5:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Nuggets_12_Piece               | $4.45      | 1          |
	Total Price:  $40.00
Order Number:  275373
	Time Completed:   5:33 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	| Chicken_Sandwich               | $3.05      | 3          |
	| Milkshake_Small                | $2.75      | 3          |
	| Nuggets_8_Piece                | $3.05      | 1          |
	| Milkshake_Large                | $3.15      | 1          |
	Total Price:  $45.17
Order Number:  275372
	Time Completed:   5:30 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 1          |
	| Nuggets_12_Piece               | $4.45      | 3          |
	| Milkshake_Small                | $2.75      | 2          |
	| Milkshake_Large                | $3.15      | 2          |
	| Soft_Drink_Large               | $1.85      | 4          |
	Total Price:  $34.14
Order Number:  275371
	Time Completed:   5:29 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 1          |
	Total Price:  $3.05
Order Number:  275370
	Time Completed:   5:27 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	Total Price:  $38.75
Order Number:  275369
	Time Completed:   5:27 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	Total Price:  $5.95
Order Number:  275368
	Time Completed:   5:25 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 1          |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	Total Price:  $17.05
Order Number:  275367
	Time Completed:   5:24 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	| Soft_Drink_Large               | $1.85      | 4          |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	Total Price:  $41.16
Order Number:  275366
	Time Completed:   5:24 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 4          |
	| Soft_Drink_Small               | $1.35      | 2          |
	Total Price:  $15.86
Order Number:  275365
	Time Completed:   5:21 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 4          |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	| Nuggets_8_Piece                | $3.05      | 2          |
	Total Price:  $38.15
Order Number:  275364
	Time Completed:   5:21 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 2          |
	| Waffle_Fries_Large             | $1.85      | 3          |
	Total Price:  $8.65
Order Number:  275363
	Time Completed:   5:19 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Chicken_Sandwich               | $3.05      | 2          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 2          |
	| Water_Dasani                   | $1.59      | 1          |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	Total Price:  $47.14
Order Number:  275362
	Time Completed:   5:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 3          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Soft_Drink_Medium              | $1.59      | 4          |
	| Chicken_Sandwich               | $3.05      | 1          |
	Total Price:  $36.16
Order Number:  275361
	Time Completed:   5:17 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 2          |
	| Soft_Drink_Large               | $1.85      | 1          |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	Total Price:  $11.24
Order Number:  275360
	Time Completed:   5:13 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 1          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	Total Price:  $38.22
Order Number:  275359
	Time Completed:   5:13 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 4          |
	Total Price:  $17.56
Order Number:  275358
	Time Completed:   5:13 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 1          |
	| Nuggets_8_Piece_Combo          | $5.95      | 1          |
	| Chicken_Sandwich               | $3.05      | 2          |
	Total Price:  $13.64
Order Number:  275357
	Time Completed:   5:11 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	| Soft_Drink_Large               | $1.85      | 4          |
	Total Price:  $10.69
Order Number:  275356
	Time Completed:   5:09 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Soft_Drink_Medium              | $1.59      | 1          |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 2          |
	Total Price:  $36.15
Order Number:  275355
	Time Completed:   5:09 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 3          |
	| Grilled_Chicken_Sandwich       | $4.39      | 2          |
	| Soft_Drink_Medium              | $1.59      | 1          |
	Total Price:  $15.14
Order Number:  275354
	Time Completed:   5:08 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 4          |
	| Water_Dasani                   | $1.59      | 3          |
	Total Price:  $12.17
Order Number:  275353
	Time Completed:   5:05 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Small                | $2.75      | 4          |
	| Waffle_Fries_Large             | $1.85      | 3          |
	Total Price:  $16.55
Order Number:  275352
	Time Completed:   5:05 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 4          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 1          |
	| Water_Dasani                   | $1.59      | 4          |
	Total Price:  $26.15


**********
Day 4:
**********

 5:00 PM:  CHRISTIE TORKILDSEN arrived at FSC Chick-fil-A and entered Order Line 1.
 5:01 PM:  CHRISTIE TORKILDSEN is at the front of Order Line 1 and is now placing order.
 5:01 PM:  JAVIER DENBO arrived at FSC Chick-fil-A and entered Order Line 2.
 5:02 PM:  CHRISTIE TORKILDSEN received all items, paid $23.80, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 5:02 PM:  JAVIER DENBO is at the front of Order Line 2 and is now placing order.
 5:02 PM:  LUCILE JESPERSON arrived at FSC Chick-fil-A and entered Order Line 1.
 5:03 PM:  LUCILE JESPERSON is at the front of Order Line 1 and is now placing order.
 5:03 PM:  VENICE LOWIS arrived at FSC Chick-fil-A and entered Order Line 3.
 5:04 PM:  JAVIER DENBO received all items, paid $29.38, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 5:04 PM:  VENICE LOWIS is at the front of Order Line 3 and is now placing order.
 5:04 PM:  NICHOLAS VILLAREAL arrived at FSC Chick-fil-A and entered Order Line 2.
